Bin.,No.,Description,Packing Size,UOM
CC-LB1,ZZNFDAL750ML,DETTOL ANTISEPTIC LIQUID,12 X 750ML,BTL
CC-LB1,ZZNFDAL5LTR,DETTOL ANTISPETIC LIQUID,4 X 5 LTR,TUB
CC-LB1,ZZNFDDS450GM,"DISINFECTANT SPRAY ""JACKIE""",12 X 500ML,BTL
CC-LB1,ZZFGT100S,FUJIAN GREEN TEABAGS,36 X 100'S X 2GM,BOX
CC-LB1,ZZFGT20S,FUJIAN GREEN TEABAGS,100 X 20'S x 2 GM,BOX
CC-LB1,ZZGK3IN1CM,GOLDKILI 3 IN 1 COFFEEMIX (less sugar),24 x 25's x 18gm,PKT
CC-LB1,ZZNFKBCL2LTR,KAO BLEACH COLOUR LIQUID,6 X 2LTR,BTL
CC-LB1,ZZLE2GM,LIPTON SIR THOMAS EARL GREY,6 X 25'S X 2GM,BOX
CC-LB1,ZZTT3IN120S,OWL TEH TARIK 3 IN 1,30 x 20'S x 17gm,PKT
CC-LB1,ZZSTS30S,SUPER 3-in-1 INSTANT MILK TEA - ORIGINAL,24 x 25's x 20g,PKT
CC-LB1,ZZTT400GM,"THAI TEA MIX ""NUMBER 1""",12 X 400GM,PKT
CC-LB1,ZZNFTBLCR900ML,"TOLLYJOY BABY ACCESS & VEG LIQUID CLEANSER 'refill""",12 X 900ML,PKT
CC-LB1,ZZNFWABHS525ML,WALCH ANTI BACTERIA HAND SOAP - MOISTURIZING,12 X 525ML,BTL
CC-LB1,ZZNFWFAGL1LTR,WALCH FRESH ANTISEPTIC GERMICIDE LEMON,12 X 1LTR,BTL
CC-LB2,ZZMCP250GM,BABAS FISH CURRY POWDER,40 X 250GM,PKT
CC-LB2,ZZCTLPE1KG,CHINESE TEA LEAVE - PU ER,1KG / PKT,PKT
CC-LB2,ZZJTB100S,FUJIAN JASMINE TEABAG,20 X 100S X 2GM,BOX
CC-LB2,ZZROT2GM,GOLDEN SAIL CHINESE TEABAGS - OOLONG with envelope,12 X 100's X 2GM,BOX
CC-LB2,ZZGIGD18S,GOLDKILI INSTANT GINGER DRINK,24 X 20S X 18GM,PKT
CC-LB2,ZZGTL1KG,GREEN TEA LEAVES,16 x 1KG,PKT
CC-LB2,ZZHJC250GM,HOUSE VERMONT CURRY with APPLE & HONEY - MILD,60 X 230GM,BOX
CC-LB2,ZZILCTFM2GM,"iLite CHRYSANTHEMUM FLOWERS MICROGROUND SACHETS ""BY PKT""",3 X 100'S X 2GM,PCS
CC-LB2,ZZILCOP1KG,iLITE COCOA POWDER,12 X 1KG,PKT
CC-LB2,ZZILHBMTL200GM,iLite HIBISCUS BERRIES MINT TEA LEAVES,4 X 200GM,PKT
CC-LB2,ZZILHL1KG,iLite HOJICHA LATTE,6 X 1KG,PKT
CC-LB2,ZZILILT560GM,iLite ICED LEMON TEA,12 X 560GM,PKT
CC-LB2,ZZILRD180GM,iLite ROSELLE DRINK,24 X 180GM,PKT
CC-LB2,ZZILSMU500GM,iLite SOY MILK POWDER (Unsweetened),15 X 500GM,PKT
CC-LB2,ZZJOGBT2GM,OSK JAPANESE TEA W ROASTED RICE,12 X 50'S X 2GM,BOX
CC-LB2,ZZRJT2GM,RICKSHAW JASMINE TEA BAG,12 X 100'S X1.8GM,BOX
CC-LB2,DZGARP120GM,"SAPORITO GARLIC POWDER ""BTL""",12 X 120GM,BTL
CC-LB2,ZZCS160GM,SUPER CHRYSANTHEMUM SACHET,24 x 20S X 18GM,PKT
CC-LB3,ZZPH14GM,DARBO PORTION HONEY,4 X 140'S X 14GM,PCS
CC-LB3,ZZILBP200GM,iLite BLUE PEA,18 X 200GM,PKT
CC-LB3,ZZILBS2LTR,iLITE BROWN SUGAR SYRUP,4 X 2 LTR,BOT
CC-LB3,ZZILGP160GM,iLite GRAPEFRUIT POMELO,24 X 160GM,PKT
CC-LB3,ZZILLGP400GM,iLite LEMONGRASS PANDAN,12 X 400GM,PKT
CC-LB3,ZZILML1LG,iLite MATCHA LATTE,6 X 1KG,PKT
CC-LB3,ZZILOT500GM,iLite OOLONG TEA,4 X 500GM,PKT
CC-LB3,ZZILPB320GM,iLite PEARL BARLEY DRINK,20 X 320GM,PKT
CC-LB3,ZZILYZ320GM,iLite YUZU,16 X 320GM,PKT
CC-LB3,NTMKG750GM,MILO INSTANT CHOCOLATE MALT DRINK POWDER - Gao Kosong,12 x 750GM,PKT
CC-LB3,NTCRNC250GM,NESTLE CERELAC INFANT CEREAL RICE & CHICKEN,24 X 250GM,PKT
CC-LB3,NTCRNF250GM,NESTLE CERELAC INFANT CEREAL RICE & MIXED FRUITS,24 X 250GM,PKT
CC-LB3,NTCRNV250GM,NESTLE CERELAC INFANT CEREAL RICE & MIXED VEGETABLES,24 X 250GM,PKT
CC-LB3,NTBRDHG225GM,NESTLE CERELAC INFANT CEREAL RICE NO ADDED SUGAR,24 X 200GM,TIN
CC-LB3,ZZTWEGT2GM,TWININGS EARL GREY TEA,12 X 25'S X 2GM,BOX
CC-LB3,ZZTWPMHI2GM,TWININGS HERBAL INFUSION -  PEPPERMINT,12 X 25'S X 2GM,BOX
CC-LB3,ZZTWJASGT2GM,TWININGS JASMINE GREEN TEA,12 X 25'S X 1.8GM,BOX
CC-LB4,ZZDEGE2GM,"DILMAH EARL GREY ""ENVELOPE""",12 X 25S X 2GM,BOX
CC-LB4,ZZDEBE2GM,"DILMAH ENGLISH BREAKFAST ""ENVELOPE""",12 X 25S X 2GM,BOX
CC-LB4,ZZDEB2GM,DILMAH ENGLISH BREAKFAST STRING & TAG,12 X 50S X 2GM,BOX
CC-LB4,ZZDEGTJ1.5GM,DILMAH GREEN TEA JASMINE,12 X (20'S X 1.5GM),BOX
CC-LB4,ZZCTE1GM,"DILMAH PURE CAMOMILE FLOWERS TEABAG ""ENVELOPE""",12 X 20S X 1.5GM,BOX
CC-LB4,ZZLC2GM,LIPTON SIR THOMAS CHAMOMILE,6 X 25'S X 1GM,BOX
CC-LB4,ZZEBF2GM,LIPTON SIR THOMAS ENGLISH BREAKFAST,6 X 25'S X 2GM,BOX
CC-LB4,ZZLGT2GM,LIPTON SIR THOMAS GREEN TEA,6 X 25S X 2GM,BOX
CC-LB4,ZSGTPHI2GM,LIPTON SIR THOMAS GREEN WITH JASMINE,6 X 25'S X 2GM,BOX
CC-LB4,ZZLPM2GM,LIPTON SIR THOMAS PEPPERMINT (OOS),6 X 25s X 1.5GM,BOX
CC-LB4,ZZTWDART2GM,TWININGS DARJEELING TEA,12 X 25'S X 2GM,BOX
CC-LB4,ZZTWEBF2GM,"TWININGS ENGLISH BREAKFAST ""1421418""",12 X 25'S X 2GM,BOX
CC-LB4,ZZTWCAT25S,TWININGS HERBAL INFUSION - CAMOMILE,12 X 25'S X 1GM,BOX
CC-LC1,ZZABC3KG,ABC BISCUIT,3.5KG / TIN,TIN
CC-LC1,ZZAAS32GM,AGAR AGAR STRIPS,5Bag x 32Pkt X 32.5GM,PKT
CC-LC1,ZZCDFMV2KG,CARTE DOR FLAN MIX - VANILLA,6 X 2KG,BOX
CC-LC1,ZZCC3KG,CHEESE CRACKER,3KG / TIN,TIN
CC-LC1,ZZMCC370GM,CHEESE CRACKER MINI PACK,10 X 25 X 15GM,CTN
CC-LC1,ZZDSS640ML,CHUNG HWA DARK SWEET SAUCE,12 X 640ML,BTL
CC-LC1,ZZSWTP29OZ,CONTADINA / S & W TOMATO PUREE,12 x 29OZ,TIN
CC-LC1,ZZEQSSAC750S,EQUAL SUGAR STICK,1200'S X 1GM,CTN
CC-LC1,ZZGCC500GM,"GARLIC CRACKER ""COLOURFUL""",12 x 450GM,PKT
CC-LC1,ZZIBT2GM,GOLDEN SAIL IRON BUDDHA TEA,36 X 100'S X 2GM,BOX
CC-LC1,ZZHGSP1KG,HAPPY GRASS SOYA BEANCURD POWDER -ORIGINAL,12 X 1KG,PKT
CC-LC1,ZZJWC25GM,JULIE'S WHEAT CRACKERS,24 x 10's x 25GM,PKT
CC-LC1,ZZKMUSWSS345GM,KICAP MANIS UDANG SWEET SOY SAUCE,24 X 345GM,BTL
CC-LC1,ZZQKIORR800GM,"QUAKER OATS INSTANT - RED refill""""",12 X 800GM,PKT
CC-LC1,ZZSES1KG,SIS DEMERARA SUGAR,20 x 1KG,PKT
CC-LC1,ZZNSMP500GM,UNISOY NUTRITIOUS SOYA MILK POWDER CP,24 X 500GM,PKT
CC-LC2,ZZRO500GM,COWHEAD ORGANIC ROLLED OATS -REGULAR,24 X 500GM,BOX
CC-LC2,ZZDCBBQ198GM,DORITOS CHIPS - BBQ,8 X 198GM,PKT
CC-LC2,ZZHSCC428GM,HUP SENG CREAM CRACKER,12 X 428GM,PKT
CC-LC2,ZZCC200GM,HUP SENG CREAM CRACKERS,12 X 10S X 225GM,PKT
CC-LC2,ZZHSCC700GM,HUP SENG CREAM CRACKERS,6 X 700GM,TIN
CC-LC2,KLRK130GM,KELLOGG'S RICE KRISPIES,18 X 130GM,BOX
CC-LC2,ZZPR1KG,KITCHEN XPRESS POHA RICE / RICE FLAKE,10 x 1KG,PKT
CC-LC2,ZZLCB50S,"LOTUS ORIGINAL CARAMELISED BISCUITS ""50S / PKT"" (block - oos)",6 x 312.5GM,PKT
CC-LC2,ZZBE3KG,MACARONI - BIG ELBOW,4 X 3KG,PKT
CC-LC2,ZZNTHS500GM,NESTLE HONEY STARS,12 X 500GM,BOX
CC-LC2,ZZML3IN130GM,NESTLE MILO 3 IN 1,24 X 18'S X 27GM,PKT
CC-LC2,ZZBM100GM,PUTTI BRIYANI MASALA,40 X 100GM,PKT
CC-LC2,ZZSFCC450GM,SHOON FATT CREAM CRACKER,12 X 400GM,PKT
CC-LC2,ZZS20KG,SHORTENING,20KG / CTN,CTN
CC-LC2,SKPBCHK1KG,SKIPPY PEANUT BUTTER - CHUNKY,6 x 1KG,BTL
CC-LC2,SKPBSCHK1KG,SKIPPY PEANUT BUTTER - CREAMY,6 x 1KG,TUB
CC-LC2,ZZCAL500ML,SMUCKER CARAMEL SYRUP TOPPING,12 X 567ML,BTL
CC-LC3,ZZNTOVT400GM,OVALTINE MALTED MILK DRINK,12 X 400GM,JAR
CC-LC3,ZZQKIRO800GM,"QUAKER INSTANT OATMEAL- RED ""100049590""",12 X 800GM,TIN
CC-LC4,ZZCTWBO125GM,CARRS TABLE WATER BITE - ORIGINAL,12 X 125GM,PKT
CC-LC4,ZZJWM18GM,JACOB BISCUIT - WEETAMEAL,24 x 144GM,PKT
CC-LC4,ZZJBW120GM,JULIE'S BUTTER WAFFLES,24 X 100GM,BOX
CC-LC4,ZZOR294GM,"KRAFT OREO REGULAR ""657675"" INDIVIDUAL WRAP",12 X 9 X 29.4GM,BOX
CC-LC4,ZZMVDIGB250GM,MCVITIES DIGESTIVE BISCUITS,24 X 250GM,PKT
CC-LD2,ZZGCP2OZ,APPLE GREEN COLOURING POWDER - 567,24 x 6 X 2OZ,BTL
CC-LD2,ZZBFCL25ML,BLUE FOOD COLOURING LIQUID,12 x 25ML,BTL
CC-LD2,ZZCOT100GM,CREAM OF TARTAR,12 x 100GM,BTL
CC-LD2,ZZYFC500ML,"EGG YELLOW FOOD COLOURING ""LIQUID""",12 X 500ML,BTL
CC-LD2,ZZAE25ML,GREENHOUSE ALMOND ESSENCE,12 x 12's x 25ML,BTL
CC-LD2,ZZRSE25ML,GREENHOUSE ROSE ESSENCE,12 X 25ML,BTL
CC-LD2,ZZLE25ML,LEMON ESSENCE,12 X 12'S X 25ML,BTL
CC-LD2,ZZLYFCL500ML,LEMON YELLOW FOOD COLOURING LIQUID,12 X 500ML,BTL
CC-LD2,ZZME25ML,MANGO ESSENCE,12 x 12's x 25ML,BTL
CC-LD2,ZZOFC500ML,ORANGE COLOURING LIQUID,12 X 500ML,BTL
CC-LD2,ZZOE25ML,ORANGE ESSENCE,12 X 25ML,BTL
CC-LD2,ZZPP60GM,PANDAN PASTE,60GM / BTL,BTL
CC-LD2,ZZPE28ML,PINEAPPLE ESSENCE,12 X 12'S X 28ML,BTL
CC-LD2,ZZRC500ML,RED COLOURING LIQUID,12 X 500ML,BTL
CC-LD2,ZZRCP500ML,RED COLOURING POWDER - 279,12 X 450GM,BTL
CC-LD2,ZZGFC500ML,REDMAN GREEN FOOD COLOURING LIQUID,12 X 500ML,BTL
CC-LD2,ZZRW300ML,ROSE WATER,12 X 300ML,BTL
CC-LD2,ZZRE25ML,RUM ESSENCE (discon),12 x 12's x 25ML,BTL
CC-LD2,ZZRCP2OZ,SUPER OREN COLOURING POWDER - 284,24 x 6 X 2OZ,BTL
CC-LD2,ZZSOCP450GM,SUPER OREN COLOURING POWDER 284,24 X 450GM,BTL
CC-LD2,ZZSRCP2OZ,SUPER RED COLOURING POWDER - 279,24 X 6 X 2OZ,BTL
CC-LD2,ZZVE500ML,VANILLA ESSENCE,16 X 500ML,BTL
CC-LD2,ZZYCP2OZ,"YELLOW COLOURING POWDER NASI BRIYANI"" - 258""",24 X 6 X 2OZ,BTL
CC-LD3,ZZAAP12GM,"AGAR AGAR POWDER ""100458947"" ""PKT""",24 x 12PKT x 10GM,PKT
CC-LD3,ZZMPP500GM,CARTE DOR MANGO PUDDING POWDER,12 PKT x 500GM,PKT
CC-LD3,NNBRMF510GM,DR OETKER NONA BROWNIES - CHOCOLATE FUDGE,12 X 510GM,BOX
CC-LD3,ZZCPP3OZ,HOLLYFARM MANGO DESSERT PUDDING POWDER,24 X 120GM,BTL
CC-LD4,NNCRF200GM,DR OETKER NONA CRISPY FRY,10 X 150GM,BOX
CC-LD4,NNMFMC425GM,DR OETKER NONA MUFFINS MIX - CHOCOLATE,12 X 425GM,BOX
CC-LD4,NNTPRF200GM,NONA TEMPURA FLOUR,10 X 150GM,BOX
CC-LE1,YOWESBP370GM,BELL SALTED SOYA BEAN PASTE,12 X 370GM,BTL
CC-LE1,YOWESBW370GM,BELL SALTED SOYA BEAN WHOLE,12 X 370GM,BTL
CC-LE1,ZZBBPWG500GM,BLACK BEAN PRESERVED WITH GINGER,40 X 500GM,PKT
CC-LE1,NNFCFHS200GM,NONA FRIED CHICKEN FLOUR HOT & SPICY,10 X 150GM,BOX
CC-LE1,NNFCFORI200GM,NONA FRIED CHICKEN FLOUR ORIGINAL,10 X 150GM,BOX
CC-LE1,ZZMZCFLR450GM,PAGODA CORN FLOUR,30 x 400GM,BOX
CC-LE1,ZZCHEP250GM,PANTANG PURE WATER CHESTNUT POWDER,80 X 250GM,BOX
CC-LE2,ZZA1IFP230GM,"A1 INSTANT CURRY PASTE FISH""""",5 X 12S X 230GM,PKT
CC-LE2,ZZBHSS737GM,BULL HEAD SHACHA SAUCE - BBQ Sauce,12 X 737GM,TIN
CC-LE2,ZZFRR400GM,FERMENTED RICE RESIDUE - HONG CAO,12 X 400GM,BTL
CC-LE2,ZZGNK250GM,"GLORY NYOYA KAYA LESS SUGAR""""",24 X 250GM,BTL
CC-LE2,ZZHBP1KG,HAI'S MEE REBUS PASTE,10 X 1KG,PKT
CC-LE2,ZZMSP1KG,HAI'S MEE SOTO PASTE,1KG / PKT,PKT
CC-LE2,ZZPP1KG,HAI'S PRAWN PASTE,10 X 1KG,PKT
CC-LE2,ZZHBBP170GM,HOT BROAD BEAN PASTE,12 X 170GM,BTL
CC-LE2,ZZKCTYBP1KG,KCT YELLOW BEAN PASTE,1KG / PKT,PKT
CC-LE2,ZZGP270GM,KITCHEN XPRESS GARLIC PICKLES,12 x 260GM,BTL
CC-LE2,ZZLP260GM,KITCHEN XPRESS LIME PICKLE,12 X 260GM,BTL
CC-LE2,ZZLGMBBC210GM,LAO GAN MA BLACK BEANS CHILLI SAUCE,24 X 210GM,BTL
CC-LE2,ZZBBWC210GM,LAO GAN MA FERMENTED BLACK BEAN WITH OILY CHILLI,24 X 280GM,BTL
CC-LE2,ZZSB425GM,LIU MA KEE BEANCURD W CHILLI,24 X 425GM,BTL
CC-LE2,ZZRB350GM,RED BEANCURD - NAM LU,12 X 250GM,BTL
CC-LE2,ZZSBPF3KG,SALTED SOYA BEAN PASTE,4 X 3KG,PKT
CC-LE2,ZZB6A500GM,"SHRIMP PASTE - BALACAN ""6A""",30 X 500GM,PKT
CC-LE2,SSSS640ML,SILVERSWAN SOY SAUCE,12 X 640ML,BTL
CC-LE2,ZZSKSB300GM,"SUNRISE KACANG SOYA BIJAN PKT""""",25 X 300GM,PKT
CC-LE2,ZZTETY454GM,TENG ENG VEGETARIAN TOMYAM,454GM / BTL,BTL
CC-LE2,ZZYB350GM,YELLOW BEANCURDS - DA SHI FU LU,36 X 350GM,BTL
CC-LE3,ZZA1CHS60GM,A1 CHICKEN HERBAL SOUP MIX,6 x 60GM,PKT
CC-LE3,ZZA1ICP230GM,"A1 INSTANT CURRY PASTE ""MEAT""",5 X 12S X 230GM,PKT
CC-LE3,ZZA1ISC240GM,A1 INSTANT SAUCE - CHICKEN CURRY,6 X 12S X 240GM,PKT
CC-LE3,ZZAHBS454GM,ARM & HAMMER BAKING SODA BIOCARBONATE,24 X 454GM,BOX
CC-LE3,ZZECS80GM,Chinese Herbs - A1 EMPEROR CHICKEN SPICES,20 x 12s x 20GM,PKT
CC-LE3,ZZLSS5ML,FHG LIGHT SOYA SAUCE SACHET,10x 100's x 5ML,CTN
CC-LE3,ZZFKT500GM,"KAYA ""GOLDEN CARP""",24 X 500GM,TIN
CC-LE3,ZZKKTTBBQS250ML,KIKKOMAN TERIYAKI THICK - BBQ N GRILL KSEA1702-JK,12 X 290GM,BTL
CC-LE4,ZZHNK400GM,GLORY HAINANESE KAYA WITH HONEY,24 X 400GM,BTL
CC-LE4,ZZGNK400GM,"GLORY NYOYA KAYA ""REGULAR COCONUT JAM""",24 X 400GM,BTL
CC-LE4,ZZKKTMO250GM,KIKKOMAN TERIYAKI MARINADE - ORIGINAL KSE34954-01,12 X 250GM,BTL
CC-LE4,ZZMGPJO14GM,MENZ & GASSER PORTION JAM - Orange,200's X 14gm,CTN
CC-LE4,ZZMGPJS14GM,MENZ & GASSER PORTION JAM - Strawberry,200's x 14gm,CTN
CC-LF1,ZZBBVD600ML,"BULLDOG BLACK RICE VINEGAR DOUBLE - grade 1""""",12 X 750ML,BTL
CC-LF1,ZZBDV600ML,"BULLDOG BLACK SWEET RICE VINEGAR SINGLE""""",12 X 750ML,TUB
CC-LF1,ZZCNHTC640ML,CHEN NIAN COOKING WINE (Hua Tiao Chew),12 X 640ML,BTL
CC-LF1,ZZDDRCW640ML,DOUBLE DOG ROSE COOKING WINE,12 X 640ML,BTL
CC-LF1,ZZRCW630ML,DOUBLE LION ROSE COOKING WINE,12 X 630ML,BTL
CC-LF1,ZZSFG750ML,"FISH GRAVY SPHINX""""",12 X 750ML,BTL
CC-LF1,ZZGBRV623ML,GOLDEN BOY RED VINEGAR,12 X 623ML,BTL
CC-LF1,ZZKUSSRED645ML,"HABHAL SWEET SOYA SAUCE CAP KIPAS UDANG ""RED""",12 X 645ML,BTL
CC-LF1,ZZPCWNS640ML,"PAGODA COOKING WINE NO SALT ""Hua Tiao Chiew""",12 x 640ML,BTL
CC-LF1,PRRV500ML,PEARL RIVER RED VINEGAR,12 X 500ML,BOT
CC-LF2,ZZCCCC740ML,CHEONG CHAN COOKING CARAMEL,12 X 740ML,BTL
CC-LF2,ZZCCW3790ML,CHINESE COOKING WINE - HUA TIAO CHEW,4 X 3.79LTR,TUB
CC-LF2,ZZDPSO150ML,DOUBLE PAGODA SHALLOT OIL,12 X 150ML,BTL
CC-LF2,ZZBV750ML,FHG BLACK VINEGAR,750ML / BTL,BTL
CC-LF2,ZZFG750ML,"FISH GRAVY ""CHU ZHEN""",12 X 750ML,BTL
CC-LF2,ZZGWV667ML,"GREATEWALL ZHE CHU ""red label"" ""VINEGAR""",12 X 635ML,BTL
CC-LF2,ZZHZTKS567GM,HEINZ TOMATO KETCHUP SQUEEZABLE,12 X 567GM,BTL
CC-LF2,ZZKSP590GM,KIMLAN SOY PASTE,12 X 590GM,BTL
CC-LF2,ZZAS280GM,NEW MOON ABALONE SAUCE,12 X 510GM,BTL
CC-LF2,PRLSS500ML,PEARL RIVER LIGHT SOYA SAUCE - superior,12 X 500ML,BTL
CC-LF2,ZZPCRV500ML,PUN CHUN - PIN ZHEN RED VINEGAR,12 X 500ML,BTL
CC-LF2,ZZSWCV16OZ,S & W CIDER VINEGAR,12 X 16OZ,BTL
CC-LF2,ZZTSISS312GM,TOP SHELL IN SOYA SAUCE,24 X 312GM,TIN
CC-LF2,ZZWPP300GM,WHITE PEPPER POWDER 100% PURE,300GM / BTL,BTL
CC-LF2,ZZBPS2LTR,"WOH HUP BLACK PEPPER SAUCE ""H""",6 X 2 LTR,TUB
CC-LF3,ZZBDSS640ML,BELL DARK SOYA SAUCE,12 X 640ML,BTL
CC-LF3,ZZBLSS640ML,BELL LIGHT SOYA SAUCE,12 X 640ML,BTL
CC-LF3,ZZCSFS750GM,CHAO SHAN FISH SAUCE,12 x 750GM,BTL
CC-LF3,ZZLSBSHP70GM,MOS - LKK SOUP BASE FOR SICHUAN HOT POT,6 X 12S X 70GM,PKT
CC-LF3,AGTSHS2OZ,SAPORITO TABASCO STYLE HOT SAUCE,24 X 2OZ,BTL
CC-LF4,ZZJBM2KG,KARAAGE BATTER MIX,10 X 2KG,PKT
CC-LG1,ZZCSCCB1LTR,"CAMPBELL'S SWANSON CLEAR CHICK BROTH ""100042994""",12 X 1LTR,PKT
CC-LG1,ZZLGMCS230GM,LAO GAN MA CHILLI OIL,24 x 210GM,BTL
CC-LG1,ZZSU170GM,"PETIS UDANG ""SHRIMP PASTE FOR A.LAKSA / ROJAK""",60 x 180GM,TIN
CC-LG1,ZZSUP1KG,"PRAWN PASTE - 6A  ""PETIS UDANG FOR ROJAK""",20 X 1KG,PKT
CC-LG1,ZZPIS454GM,SALTED PLUMS IN BRINE,6 X 2KG,TIN
CC-LG2,ZZASAF50GM,ASAFOETIDA POWDER - HING (L),400 X 50GM,BTL
CC-LG2,ZZMTL118ML,BIRD KING LIQUID MEAT TENDERISER,24 X 118ML,BTL
CC-LG2,ZZDLUHTM250ML,DUTCH LADY FULL CREAM UHT MILK - original,24 X 200ML,PKT
CC-LG2,ZZHISS350GM,SALT ODYSSEY AUTHENTIC HIMALAYAN SEA SALT,60 X 350GM,PKT
CC-LG2,UFBK340GM,UFC BANANA KETCHUP,24 X 320GM,BTL
CC-LG2,ZZSMS500GM,VEGETALK MUSHROOM SEASONING,12 X500GM,PKT
CC-LG2,ZZPVS70GM,YU QUAN PRESERVED VEGETABLE,200 X 70GM,PKT
CC-LG3,ZZASP80GM,"AJI-SHIO ""PEPPER""",12 X 80GM,BTL
CC-LG3,ZZWCSACHET,SALT SACHET,5 x 500'S X 0.8GM,PKT
CC-LG3,ZZUC500ML,UFC COCONUT WATER,12 X 500ML,PKT
CC-LG3,ZZWPS0.3GM,WHITE PEPPER SACHET,5 (500's x 0.3gm),PKT
CC-LG3,ZZCPS6GM,YU SHENG CINNAMON  POWDER - sachet ( 50 pcs/pkt) YS-18,50S x 2GM,PC
CC-LG3,ZZYSPPS6GM,YU SHENG PEPPER POWDER - sachet YS-19 ( 50 pcs/pkt),50S X 2gm,PC
CHILLER,ZZBSCS200GM,BEGA SMOKE BBQ SLICED CHEESE,32 x 200GM,PKT
CHILLER,ZZCTBC100GM,CASTELLO TRADITIONAL BLUE CHEESE,100GM / PKT,PKT
CHILLER,ZZCD3KG,CENDOL,3KG /PKT,PKT
CHILLER,ZZCENDOL300GM,CENDOL,300GM / PKT,PKT
CHILLER,ZZCENDOL450GM,"CENDOL TAN SOON MOOI""""",450GM / PKT,PKT
CHILLER,ZZCST250GM,CHEDDAR SHREDDED TASTY,250GM / PKT,PKT
CHILLER,CTSCH150GM,"CHESTER TOASTY SLICED CHEESE 45% 8'S""""",40 X 150GM,PKT
CHILLER,ZZAMPIO1KG,"CHILL - ""ARCHAR"" MIXED PICKLED IN OIL VISMARK",1KG / PKT,PKT
CHILLER,ZZACHA500GM,CHILL - AH CHA,500GM / PKT,PKT
CHILLER,ZZFCCS1KG,CHILL - ANCHOR CHEDDAR CHESSE SHREDDED,10 X 1040GM,PKT
CHILLER,ZZACCSC1KG,CHILL - ANCHOR CHEDDAR SHREDDED CHEESE,8 X 1KG,PKT
CHILLER,ZZACCWL1LTR,CHILL - ANCHOR CHEF'S CLASSIC WHIPPING CREAM,12 X 1 LTR,PKT
CHILLER,ZZACC1KG,CHILL - ANCHOR CREAM CHEESE,12 X 1KG,BLK
CHILLER,ZZACC20KG,CHILL - ANCHOR CREAM CHEESE,20KG / CTN,CTN
CHILLER,ZZACC1LTR,CHILL - ANCHOR CULINARY CREAM,12 X 1LTR,PKT
CHILLER,ZZAEWWC1LTR,CHILL - ANCHOR EXTRA WHIP WHIPPING CREAM,12 X 1LTR,PKT
CHILLER,ZZAEYC1LTR,CHILL - ANCHOR EXTRA YIELD COOKING CREAM,12 X 1LTR,PKT
CHILLER,ZZAHMPCCB2KG,CHILL - ANCHOR HI-MELT PROCESSED CHEDDAR CHEESE BLOCK,6 X 2KG,BOX
CHILLER,ZZALBS1KG,CHILL - ANCHOR LAMINATION BUTTER SHEETS,20 X 1KG,PKT
CHILLER,ZZAMCC2KG,CHILL - ANCHOR MILD CHEDDAR CHEESE,10 X 2KG,BLK
CHILLER,ZZACSC1KG,CHILL - ANCHOR ORANGE COL CHEDDAR SOS 84's,10 x 1040gm,PKT
CHILLER,ZZAPSOS84S,"CHILL - ANCHOR SLICED CHEESE ""PALE SOS 84S""",10 X 1040GM,PKT
CHILLER,ZZAWC1LTR,CHILL - ANCHOR WHIPPING CREAM,12 X 1LTR,PKT
CHILLER,ZZAWC250ML,CHILL - ANCHOR WHIPPING CREAM,24 X 250ML,PKT
CHILLER,ZZAPS4LTR,CHILL - APPLE CONCENTRATE SYRUP,4LTR / TUB,TUB
CHILLER,ZZBCC200GM,CHILL - COTTAGE CHEESES,6 X 200GM,CUP
CHILLER,DZBDSCAL500GM,CHILL - DRIED BROKEN SCALLOP,500GM / PKT,PKT
CHILLER,DZBDSCAL1KG,CHILL - DRIED BROKEN SCALLOP,20 x 1KG,PKT
CHILLER,DZBDSCAL15KG,CHILL - DRIED BROKEN SCALLOP,20KG / CTN,CTN
CHILLER,DZDSCAL1KG,"CHILL - DRIED SCALLOPS ""big - 5A""",1KG / PKT,PKT
CHILLER,QCECHLOAF,CHILL - FANCY EDAM CHEESE 45%,BY KG,KG
CHILLER,QCGCHLOAF,CHILL - FANCY GOUDA CHEESE 48%,BY KG,KG
CHILLER,NMSCCT1LTR,CHILL - FRISCHLI SOUR CREAM 10% COMBI,12 X 1 LTR,PKT
CHILLER,NMUHTY1LTR,CHILL - FRISCHLI YOGHURT 3.5%,12 X 1LTR,PKT
CHILLER,ZZJAN45GM,"CHILL - JAPANESE NATTO AJIWAI KOTSUBU""""",12 X 3pkt X 45GM,PKT
CHILLER,ZZKCHBLOCK,CHILL - KASSERI CHEESE,KG,BLK
CHILLER,ZZAMEF250GM,CHILL - MAINLAND EDAM FLAVOURED IWS,24 X 250GM,PKT
CHILLER,ZZAMSPC1KG,CHILL - MAINLAND SHAVED PARMSESAN CHEESE,6 X 1KG,PKT
CHILLER,ZZPLFY1KG,"CHILL - MARIGOLD PLAIN YOGHURT LOW FAT""""",12 x 1 ltr,TUB
CHILLER,SRNAFISFO56GM,CHILL - PELAZZA ANCHOVY FILLETS IN SUNFLOWER OIL,50 X 50GM,TIN
CHILLER,SRNAFISFO720GM,CHILL - PELAZZA ANCHOVY FILLETS IN SUNFLOWER OIL,12 X 720GM,TIN
CHILLER,ZZAPIGPC1.5KG,CHILL - PERFECT ITALIANO GRATED PERMESAN CHEESE,4 X 1.5KG,PKT
