,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
1532,1532,12/5/2018,3762796,360030,1,360030,A0309508,A03,9,"[45.5, 13.5]",A0309,"(330, 300)"
1533,1531,12/5/2018,3762796,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1534,586,12/5/2018,3762796,358961,1,358961,A0908101,A09,8,"[24, 12.0]",A0908,"(250, 300)"
1535,1536,12/5/2018,3762796,395298,1,395298,A1104103,A11,4,"[15.25, 9.0]",A1104,"(140, 360)"
1536,1536,12/5/2018,3762796,374297,1,374297,A0105201,A01,5,"[52.0, 10.5]",A0105,"(210, 200)"
1537,1536,12/5/2018,3762796,404163,2,404163,A0902403,A09,2,"[24, 6.0]",A0902,"(140, 20)"
1538,587,12/5/2018,3762796,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1539,1540,12/5/2018,3762793,455434,2,455434,A0317503,A03,17,"[45.5, 19.5]",A0317,"(130, 240)"
1540,1540,12/5/2018,3762793,343976,1,343976,A0611501,A06,11,"[35.75, 15.0]",A0611,"(90, 260)"
1541,1540,12/5/2018,3762793,403597,2,403597,A0103402,A01,3,"[52.0, 9.0]",A0103,"(230, 220)"
1542,588,12/5/2018,3762793,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
1543,589,12/5/2018,3762793,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
1544,590,12/5/2018,3762794,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
1545,591,12/5/2018,3762791,388098,1,388098,A0502401,A05,2,"[37.75, 6.0]",A0502,"(150, 380)"
1546,592,12/5/2018,3762789,453963,1,453963,A1120101,A11,20,"[15.25, 21.0]",A1120,"(370, 280)"
1547,593,12/5/2018,3762789,453965,1,453965,A1019401,A10,19,"[22.75, 21.0]",A1019,"(80, 60)"
1548,594,12/5/2018,3762779,280053,1,280053,A0715204,A07,15,"[32.5, 18.0]",A0715,"(100, 240)"
1549,1550,12/5/2018,3762779,362503,2,362503,A0710204,A07,10,"[31.25, 13.5]",A0710,"(50, 40)"
1550,1550,12/5/2018,3762779,358781,2,358781,A1018202,A10,18,"[20.75, 19.5]",A1018,"(340, 160)"
1551,1552,12/5/2018,3762779,351052,1,351052,A0714301,A07,14,"[31.25, 16.5]",A0714,"(340, 200)"
1552,1553,12/5/2018,3762779,392320,2,392320,A0308307,A03,8,"[44.25, 12.0]",A0308,"(210, 380)"
1553,1554,12/5/2018,3762779,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
1554,1555,12/5/2018,3762779,457146,2,457146,A0307101,A03,7,"[45.5, 12.0]",A0307,"(110, 120)"
1555,1556,12/5/2018,3762779,453963,2,453963,A1120101,A11,20,"[15.25, 21.0]",A1120,"(370, 280)"
1556,1556,12/5/2018,3762779,419207,2,419207,A0503203,A05,3,"[39.0, 9.0]",A0503,"(170, 160)"
1557,1555,12/5/2018,3762779,253473,2,253473,A0722502,A07,22,"[31.25, 22.5]",A0722,"(290, 40)"
1558,1555,12/5/2018,3762779,387709,2,387709,A0404402,A04,4,"[41.0, 9.0]",A0404,"(80, 220)"
1559,1554,12/5/2018,3762779,322447,1,322447,A0922301,A09,22,"[24, 22.5]",A0922,"(230, 220)"
1560,1561,12/5/2018,3762779,403597,2,403597,A0103402,A01,3,"[52.0, 9.0]",A0103,"(230, 220)"
1561,1561,12/5/2018,3762779,153118,1,153118,A0213104,A02,13,"[48.75, 16.5]",A0213,"(300, 40)"
1562,1563,12/5/2018,3762779,267291,2,267291,A0809304,A08,9,"[29.25, 13.5]",A0809,"(270, 140)"
1563,1563,12/5/2018,3762779,401744,2,401744,A0420101,A04,20,"[41.0, 21.0]",A0420,"(160, 220)"
1564,1561,12/5/2018,3762779,329371,2,329371,A0921104,A09,21,"[26, 22.5]",A0921,"(360, 240)"
1565,1553,12/5/2018,3762779,380516,1,380516,A0322306,A03,22,"[44.25, 22.5]",A0322,"(110, 120)"
1566,1552,12/5/2018,3762779,219195,2,219195,A0607103,A06,7,"[35.75, 12.0]",A0607,"(170, 220)"
1567,595,12/5/2018,3762779,329167,1,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
1568,596,12/5/2018,3762779,354785,1,354785,A1102101,A11,2,"[15.25, 6.0]",A1102,"(160, 280)"
1569,597,12/5/2018,3762778,340387,1,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
1570,598,12/5/2018,3762778,370814,1,370814,A0910103,A09,10,"[24, 13.5]",A0910,"(430, 120)"
1571,599,12/5/2018,3762774,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1572,600,12/5/2018,3762775,398156,1,398156,A0308304,A03,8,"[44.25, 12.0]",A0308,"(160, 220)"
1573,601,12/5/2018,3762771,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1574,602,12/5/2018,3762772,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1575,603,12/5/2018,3762762,286879,1,286879,A0317108,A03,17,"[45.5, 19.5]",A0317,"(440, 120)"
1576,604,12/5/2018,3762762,368880,1,368880,A0507202,A05,7,"[39.0, 12.0]",A0507,"(310, 80)"
1577,605,12/5/2018,3762758,146788,1,146788,A0205204,A02,5,"[48.75, 10.5]",A0205,"(140, 60)"
1578,606,12/5/2018,3762756,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1579,607,12/5/2018,3762757,441095,1,441095,A1007204,A10,7,"[22.75, 12.0]",A1007,"(420, 120)"
1580,1581,12/5/2018,3762755,434108,2,434108,A0405303,A04,5,"[42.25, 10.5]",A0405,"(190, 80)"
1581,1582,12/5/2018,3762755,401744,2,401744,A0420101,A04,20,"[41.0, 21.0]",A0420,"(160, 220)"
1582,1583,12/5/2018,3762755,348790,1,348790,A0902201,A09,2,"[24, 6.0]",A0902,"(200, 280)"
1583,1583,12/5/2018,3762755,370817,2,370817,A0910502,A09,10,"[24, 13.5]",A0910,"(290, 380)"
1584,1583,12/5/2018,3762755,395246,1,395246,A0707504,A07,7,"[32.5, 12.0]",A0707,"(320, 380)"
1585,1582,12/5/2018,3762755,374012,1,374012,A0216505,A02,16,"[47.5, 18.0]",A0216,"(350, 240)"
1586,1581,12/5/2018,3762755,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
1587,1581,12/5/2018,3762755,358979,1,358979,A0805202,A08,5,"[29.25, 10.5]",A0805,"(60, 340)"
1588,608,12/5/2018,3762755,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1589,609,12/5/2018,3762754,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1590,610,12/5/2018,3762754,434417,1,434417,A0410101,A04,10,"[41.0, 13.5]",A0410,"(350, 340)"
1591,611,12/5/2018,3762754,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
1592,612,12/5/2018,3762754,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
1593,613,12/5/2018,3762748,364507,1,364507,A0306503,A03,6,"[44.25, 10.5]",A0306,"(50, 180)"
1594,614,12/5/2018,3762747,102233,1,102233,A0321206,A03,21,"[45.5, 22.5]",A0321,"(160, 220)"
1595,615,12/5/2018,3762747,242790,1,242790,A0403504,A04,3,"[42.25, 9.0]",A0403,"(160, 240)"
1596,616,12/5/2018,3762747,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1597,617,12/5/2018,3762747,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1598,618,12/5/2018,3762745,373884,1,373884,A0107501,A01,7,"[52.0, 12.0]",A0107,"(140, 380)"
1599,619,12/5/2018,3762746,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1600,1601,12/5/2018,3762739,341949,2,341949,A1017404,A10,17,"[22.75, 19.5]",A1017,"(160, 40)"
1601,1602,12/5/2018,3762739,406640,2,406640,A0704102,A07,4,"[31.25, 9.0]",A0704,"(420, 200)"
1602,1603,12/5/2018,3762739,247562,1,247562,A0105204,A01,5,"[52.0, 10.5]",A0105,"(320, 140)"
1603,1603,12/5/2018,3762739,348813,1,348813,A0907404,A09,7,"[26, 12.0]",A0907,"(90, 280)"
1604,1602,12/5/2018,3762739,372814,2,372814,A0101103,A01,1,"[52.0, 6.0]",A0101,"(410, 140)"
1605,1602,12/5/2018,3762739,374297,1,374297,A0105201,A01,5,"[52.0, 10.5]",A0105,"(210, 200)"
1606,1601,12/5/2018,3762739,374222,2,374222,A0110202,A01,10,"[50.75, 13.5]",A0110,"(370, 380)"
1607,1601,12/5/2018,3762739,340308,1,340308,A0721204,A07,21,"[32.5, 22.5]",A0721,"(350, 200)"
1608,620,12/5/2018,3762739,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1609,1610,12/5/2018,3762739,352261,1,352261,A1003201,A10,3,"[22.75, 9.0]",A1003,"(330, 320)"
1610,1610,12/5/2018,3762739,398060,2,398060,A0514101,A05,14,"[37.75, 16.5]",A0514,"(410, 80)"
1611,1610,12/5/2018,3762739,329371,2,329371,A0921104,A09,21,"[26, 22.5]",A0921,"(360, 240)"
1612,1613,12/5/2018,3762739,454434,1,454434,A0722102,A07,22,"[31.25, 22.5]",A0722,"(60, 200)"
1613,1613,12/5/2018,3762739,335727,1,335727,A0202108,A02,2,"[47.5, 6.0]",A0202,"(160, 20)"
1614,621,12/5/2018,3762739,441485,1,441485,A0609102,A06,9,"[35.75, 13.5]",A0609,"(280, 380)"
1615,622,12/5/2018,3762734,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
1616,623,12/5/2018,3762727,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1617,624,12/5/2018,3762728,361603,1,361603,A0202103,A02,2,"[47.5, 6.0]",A0202,"(120, 300)"
1618,1619,12/5/2018,3762723,401415,1,401415,A0612101,A06,12,"[34.5, 15.0]",A0612,"(80, 260)"
1619,1620,12/5/2018,3762723,318540,2,318540,A0104503,A01,4,"[50.75, 9.0]",A0104,"(390, 20)"
1620,1620,12/5/2018,3762723,366683,2,366683,A0104501,A01,4,"[50.75, 9.0]",A0104,"(260, 40)"
1621,1620,12/5/2018,3762723,351023,1,351023,A0910202,A09,10,"[24, 13.5]",A0910,"(380, 20)"
1622,1623,12/5/2018,3762723,449048,1,449048,A0714204,A07,14,"[31.25, 16.5]",A0714,"(110, 320)"
1623,1623,12/5/2018,3762723,349675,1,349675,A1101304,A11,1,"[19.5, 6.0]",A1101,"(290, 340)"
1624,1623,12/5/2018,3762723,60322,2,60322,A0615504,A06,15,"[35.75, 18.0]",A0615,"(410, 60)"
1625,1619,12/5/2018,3762723,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1626,1619,12/5/2018,3762723,449320,1,449320,A0713101,A07,13,"[32.5, 16.5]",A0713,"(50, 100)"
1627,625,12/5/2018,3762723,402932,1,402932,A0304301,A03,4,"[44.25, 9.0]",A0304,"(110, 140)"
1628,1629,12/5/2018,3762724,387777,1,387777,A0614101,A06,14,"[34.5, 16.5]",A0614,"(410, 360)"
1629,1629,12/5/2018,3762724,292954,2,292954,A0416201,A04,16,"[41.0, 18.0]",A0416,"(370, 80)"
1630,1631,12/5/2018,3762724,356086,1,356086,A0909104,A09,9,"[26, 13.5]",A0909,"(210, 160)"
1631,1631,12/5/2018,3762724,445809,1,445809,A0709301,A07,9,"[32.5, 13.5]",A0709,"(190, 160)"
1632,1631,12/5/2018,3762724,330702,1,330702,A1109402,A11,9,"[19.5, 13.5]",A1109,"(100, 380)"
1633,626,12/5/2018,3762724,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
1634,627,12/5/2018,3762724,448097,1,448097,A0220103,A02,20,"[47.5, 21.0]",A0220,"(180, 260)"
1635,1636,12/5/2018,3762722,406548,1,406548,A0414402,A04,14,"[41.0, 16.5]",A0414,"(60, 100)"
1636,1636,12/5/2018,3762722,401722,1,401722,A0409102,A04,9,"[42.25, 13.5]",A0409,"(430, 180)"
1637,1636,12/5/2018,3762722,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
1638,628,12/5/2018,3762722,350487,1,350487,A0506501,A05,6,"[37.75, 10.5]",A0506,"(300, 200)"
1639,629,12/5/2018,3762722,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1640,630,12/5/2018,3762719,397512,1,397512,A1001501,A10,1,"[22.75, 6.0]",A1001,"(380, 280)"
1641,1642,12/5/2018,3762719,448504,1,448504,A0220503,A02,20,"[47.5, 21.0]",A0220,"(210, 80)"
1642,1643,12/5/2018,3762719,354333,1,354333,A0410302,A04,10,"[41.0, 13.5]",A0410,"(430, 80)"
1643,1644,12/5/2018,3762719,436726,2,436726,A0412201,A04,12,"[41.0, 15.0]",A0412,"(300, 200)"
1644,1644,12/5/2018,3762719,349675,2,349675,A1101304,A11,1,"[19.5, 6.0]",A1101,"(290, 340)"
1645,1643,12/5/2018,3762719,419218,2,419218,A0506301,A05,6,"[37.75, 10.5]",A0506,"(260, 120)"
1646,1642,12/5/2018,3762719,348934,2,348934,A0204305,A02,4,"[47.5, 9.0]",A0204,"(110, 280)"
1647,631,12/5/2018,3762719,397515,1,397515,A1009403,A10,9,"[22.75, 13.5]",A1009,"(340, 180)"
1648,632,12/5/2018,3762702,358961,1,358961,A0908101,A09,8,"[24, 12.0]",A0908,"(250, 300)"
1649,1650,12/5/2018,3762702,426000,1,426000,A0205102,A02,5,"[48.75, 10.5]",A0205,"(400, 200)"
1650,1650,12/5/2018,3762702,362022,2,362022,A0916403,A09,16,"[24, 18.0]",A0916,"(190, 200)"
1651,633,12/5/2018,3762702,358962,1,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
1652,1653,12/5/2018,3762703,457146,1,457146,A0307101,A03,7,"[45.5, 12.0]",A0307,"(110, 120)"
1653,1653,12/5/2018,3762703,441095,1,441095,A1007204,A10,7,"[22.75, 12.0]",A1007,"(420, 120)"
1654,1655,12/5/2018,3762703,337151,2,337151,A0206406,A02,6,"[47.5, 10.5]",A0206,"(380, 180)"
1655,1656,12/5/2018,3762703,332943,2,332943,A1013503,A10,13,"[22.75, 16.5]",A1013,"(280, 320)"
1656,1656,12/5/2018,3762703,278955,1,278955,A0904202,A09,4,"[24, 9.0]",A0904,"(280, 20)"
1657,1658,12/5/2018,3762703,439405,2,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
1658,1658,12/5/2018,3762703,263928,1,263928,A0416404,A04,16,"[41.0, 18.0]",A0416,"(100, 280)"
1659,1655,12/5/2018,3762703,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1660,634,12/5/2018,3762703,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1661,635,12/5/2018,3762703,434757,1,434757,A0317504,A03,17,"[45.5, 19.5]",A0317,"(370, 20)"
1662,636,12/5/2018,3762701,274212,1,274212,A0715302,A07,15,"[32.5, 18.0]",A0715,"(240, 180)"
1663,637,12/5/2018,3762698,437821,1,437821,A0617503,A06,17,"[35.75, 19.5]",A0617,"(90, 360)"
1664,638,12/5/2018,3762694,102233,1,102233,A0321206,A03,21,"[45.5, 22.5]",A0321,"(160, 220)"
1665,639,12/5/2018,3762694,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1666,640,12/5/2018,3762695,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1667,641,12/5/2018,3762695,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1668,1669,12/5/2018,3762693,267267,1,267267,A0808204,A08,8,"[28.0, 12.0]",A0808,"(60, 380)"
1669,1670,12/5/2018,3762693,438916,2,438916,A0316503,A03,16,"[44.25, 18.0]",A0316,"(260, 240)"
1670,1671,12/5/2018,3762693,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1671,1672,12/5/2018,3762693,461527,2,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
1672,1672,12/5/2018,3762693,459896,1,459896,A1107404,A11,7,"[19.5, 12.0]",A1107,"(110, 80)"
1673,1674,12/5/2018,3762693,364969,1,364969,A0518404,A05,18,"[37.75, 19.5]",A0518,"(100, 260)"
1674,1674,12/5/2018,3762693,192928,2,192928,A0717404,A07,17,"[32.5, 19.5]",A0717,"(250, 380)"
1675,1674,12/5/2018,3762693,425499,2,425499,A0306502,A03,6,"[44.25, 10.5]",A0306,"(410, 280)"
1676,1677,12/5/2018,3762693,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904,"(140, 180)"
1677,1678,12/5/2018,3762693,427755,2,427755,A0202206,A02,2,"[47.5, 6.0]",A0202,"(240, 220)"
1678,1678,12/5/2018,3762693,452255,2,452255,A0622304,A06,22,"[34.5, 22.5]",A0622,"(230, 140)"
1679,1680,12/5/2018,3762693,299903,1,299903,A0311105,A03,11,"[45.5, 15.0]",A0311,"(320, 160)"
1680,1680,12/5/2018,3762693,366617,2,366617,A0915201,A09,15,"[26, 18.0]",A0915,"(250, 180)"
1681,1680,12/5/2018,3762693,263729,1,263729,A0416204,A04,16,"[41.0, 18.0]",A0416,"(90, 140)"
1682,1678,12/5/2018,3762693,448097,1,448097,A0220103,A02,20,"[47.5, 21.0]",A0220,"(180, 260)"
1683,1677,12/5/2018,3762693,253473,2,253473,A0722502,A07,22,"[31.25, 22.5]",A0722,"(290, 40)"
1684,1672,12/5/2018,3762693,433414,1,433414,A0304207,A03,4,"[44.25, 9.0]",A0304,"(70, 40)"
1685,1671,12/5/2018,3762693,419222,1,419222,A0508104,A05,8,"[37.75, 12.0]",A0508,"(380, 200)"
1686,1671,12/5/2018,3762693,428272,2,428272,A0702402,A07,2,"[31.25, 6.0]",A0702,"(300, 20)"
1687,1670,12/5/2018,3762693,370787,2,370787,A0905501,A09,5,"[26, 10.5]",A0905,"(70, 140)"
1688,1689,12/5/2018,3762693,399012,1,399012,A0422403,A04,22,"[41.0, 22.5]",A0422,"(330, 160)"
1689,1689,12/5/2018,3762693,280051,2,280051,A0717101,A07,17,"[32.5, 19.5]",A0717,"(320, 120)"
1690,1691,12/5/2018,3762693,450401,1,450401,A1115302,A11,15,"[19.5, 18.0]",A1115,"(420, 40)"
1691,1692,12/5/2018,3762693,303894,2,303894,A0306402,A03,6,"[44.25, 10.5]",A0306,"(280, 140)"
1692,1692,12/5/2018,3762693,404884,1,404884,A0308402,A03,8,"[44.25, 12.0]",A0308,"(140, 160)"
1693,1694,12/5/2018,3762693,318193,2,318193,A0906203,A09,6,"[24, 10.5]",A0906,"(250, 220)"
1694,1694,12/5/2018,3762693,366684,2,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
1695,1691,12/5/2018,3762693,419222,1,419222,A0508104,A05,8,"[37.75, 12.0]",A0508,"(380, 200)"
1696,1697,12/5/2018,3762693,375960,2,375960,A0909203,A09,9,"[26, 13.5]",A0909,"(380, 100)"
1697,1698,12/5/2018,3762693,330661,1,330661,A0802104,A08,2,"[28.0, 6.0]",A0802,"(70, 320)"
1698,1699,12/5/2018,3762693,353790,2,353790,A0906103,A09,6,"[24, 10.5]",A0906,"(400, 300)"
1699,1699,12/5/2018,3762693,263410,1,263410,A0204301,A02,4,"[47.5, 9.0]",A0204,"(340, 180)"
1700,1699,12/5/2018,3762693,331637,2,331637,A0917403,A09,17,"[26, 19.5]",A0917,"(350, 240)"
1701,1698,12/5/2018,3762693,387290,2,387290,A0203502,A02,3,"[48.75, 9.0]",A0203,"(150, 300)"
1702,1698,12/5/2018,3762693,441092,1,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
1703,1697,12/5/2018,3762693,335932,1,335932,A1006101,A10,6,"[20.75, 10.5]",A1006,"(240, 140)"
1704,1705,12/5/2018,3762693,335152,2,335152,A0517503,A05,17,"[39.0, 19.5]",A0517,"(100, 320)"
1705,1705,12/5/2018,3762693,344975,2,344975,A0412302,A04,12,"[41.0, 15.0]",A0412,"(230, 340)"
1706,1705,12/5/2018,3762693,358962,2,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
1707,1689,12/5/2018,3762693,398668,1,398668,A0214304,A02,14,"[47.5, 16.5]",A0214,"(80, 260)"
1708,1669,12/5/2018,3762693,427602,2,427602,A1002201,A10,2,"[20.75, 6.0]",A1002,"(180, 220)"
1709,642,12/5/2018,3762693,349867,1,349867,A0719104,A07,19,"[32.5, 21.0]",A0719,"(100, 300)"
1710,643,12/5/2018,3762693,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1711,1712,12/5/2018,3762693,360537,1,360537,A0110101,A01,10,"[50.75, 13.5]",A0110,"(390, 360)"
1712,1713,12/5/2018,3762693,432236,2,432236,A0316507,A03,16,"[44.25, 18.0]",A0316,"(430, 220)"
1713,1713,12/5/2018,3762693,435623,1,435623,A0715104,A07,15,"[32.5, 18.0]",A0715,"(330, 220)"
1714,1712,12/5/2018,3762693,397537,2,397537,A0802504,A08,2,"[28.0, 6.0]",A0802,"(420, 220)"
1715,1712,12/5/2018,3762693,460917,1,460917,A0414303,A04,14,"[41.0, 16.5]",A0414,"(50, 220)"
1716,1717,12/5/2018,3762693,280053,1,280053,A0715204,A07,15,"[32.5, 18.0]",A0715,"(100, 240)"
1717,1718,12/5/2018,3762693,409906,1,409906,A1108303,A11,8,"[15.25, 12.0]",A1108,"(380, 20)"
1718,1719,12/5/2018,3762693,202889,2,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
1719,1720,12/5/2018,3762693,263408,1,263408,A0204205,A02,4,"[47.5, 9.0]",A0204,"(440, 120)"
1720,1720,12/5/2018,3762693,265489,1,265489,A0312503,A03,12,"[44.25, 15.0]",A0312,"(140, 40)"
1721,1720,12/5/2018,3762693,403849,1,403849,A0308201,A03,8,"[44.25, 12.0]",A0308,"(260, 360)"
1722,1723,12/5/2018,3762693,399073,2,399073,A0407302,A04,7,"[42.25, 12.0]",A0407,"(210, 60)"
1723,1723,12/5/2018,3762693,445134,2,445134,A0318103,A03,18,"[44.25, 19.5]",A0318,"(190, 120)"
1724,1725,12/5/2018,3762693,349871,1,349871,A0511503,A05,11,"[39.0, 15.0]",A0511,"(420, 80)"
1725,1725,12/5/2018,3762693,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1726,1725,12/5/2018,3762693,358781,1,358781,A1018202,A10,18,"[20.75, 19.5]",A1018,"(340, 160)"
1727,1723,12/5/2018,3762693,335350,2,335350,A1017501,A10,17,"[22.75, 19.5]",A1017,"(310, 40)"
1728,1719,12/5/2018,3762693,253464,1,253464,A0507401,A05,7,"[39.0, 12.0]",A0507,"(120, 100)"
1729,1719,12/5/2018,3762693,374491,1,374491,A0511203,A05,11,"[39.0, 15.0]",A0511,"(70, 220)"
1730,1718,12/5/2018,3762693,273496,2,273496,A0612301,A06,12,"[34.5, 15.0]",A0612,"(220, 100)"
1731,1718,12/5/2018,3762693,402701,2,402701,A0311308,A03,11,"[45.5, 15.0]",A0311,"(210, 80)"
1732,1717,12/5/2018,3762693,356218,2,356218,A0107301,A01,7,"[52.0, 12.0]",A0107,"(260, 360)"
1733,1717,12/5/2018,3762693,281136,1,281136,A0605403,A06,5,"[35.75, 10.5]",A0605,"(290, 140)"
1734,644,12/5/2018,3762693,445009,1,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
1735,645,12/5/2018,3762678,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1736,1737,12/5/2018,3762672,259767,2,259767,A0911101,A09,11,"[26, 15.0]",A0911,"(330, 40)"
1737,1737,12/5/2018,3762672,374491,1,374491,A0511203,A05,11,"[39.0, 15.0]",A0511,"(70, 220)"
1738,646,12/5/2018,3762672,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1739,647,12/5/2018,3762671,115638,1,115638,A0304305,A03,4,"[44.25, 9.0]",A0304,"(190, 340)"
1740,648,12/5/2018,3762671,170747,1,170747,A0322503,A03,22,"[44.25, 22.5]",A0322,"(250, 120)"
1741,1742,12/5/2018,3762671,424782,2,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
1742,1743,12/5/2018,3762671,332259,1,332259,A0101202,A01,1,"[52.0, 6.0]",A0101,"(330, 60)"
1743,1743,12/5/2018,3762671,339815,2,339815,A1013501,A10,13,"[22.75, 16.5]",A1013,"(180, 200)"
1744,1743,12/5/2018,3762671,303893,1,303893,A0904401,A09,4,"[24, 9.0]",A0904,"(320, 280)"
1745,1742,12/5/2018,3762671,446855,1,446855,A0919201,A09,19,"[26, 21.0]",A0919,"(210, 340)"
1746,1742,12/5/2018,3762671,311341,1,311341,A0618202,A06,18,"[34.5, 19.5]",A0618,"(150, 220)"
1747,649,12/5/2018,3762671,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1748,1749,12/5/2018,3762671,77784,2,77784,A0201101,A02,1,"[48.75, 6.0]",A0201,"(230, 380)"
1749,1749,12/5/2018,3762671,397537,2,397537,A0802504,A08,2,"[28.0, 6.0]",A0802,"(420, 220)"
1750,650,12/5/2018,3762671,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
1751,1752,12/5/2018,3762658,454584,2,454584,A0619404,A06,19,"[35.75, 21.0]",A0619,"(250, 120)"
1752,1752,12/5/2018,3762658,380521,1,380521,A0322308,A03,22,"[44.25, 22.5]",A0322,"(400, 300)"
1753,1752,12/5/2018,3762658,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
1754,651,12/5/2018,3762658,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1755,652,12/5/2018,3762655,281102,1,281102,A0602101,A06,2,"[34.5, 6.0]",A0602,"(50, 180)"
1756,653,12/5/2018,3762653,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1757,654,12/5/2018,3762654,263410,1,263410,A0204301,A02,4,"[47.5, 9.0]",A0204,"(340, 180)"
1758,655,12/5/2018,3762646,364507,1,364507,A0306503,A03,6,"[44.25, 10.5]",A0306,"(50, 180)"
1759,656,12/5/2018,3762645,263956,1,263956,A0206501,A02,6,"[47.5, 10.5]",A0206,"(380, 360)"
1760,657,12/5/2018,3762638,446382,1,446382,A0517301,A05,17,"[39.0, 19.5]",A0517,"(400, 100)"
1761,658,12/5/2018,3762639,265447,1,265447,A0207101,A02,7,"[48.75, 12.0]",A0207,"(100, 160)"
1762,1763,12/5/2018,3762636,392824,2,392824,A1007404,A10,7,"[22.75, 12.0]",A1007,"(130, 300)"
1763,1763,12/5/2018,3762636,406640,2,406640,A0704102,A07,4,"[31.25, 9.0]",A0704,"(420, 200)"
1764,659,12/5/2018,3762636,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1765,660,12/5/2018,3762637,223437,1,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
